datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2018-06-08T00:00:00,12.2,10.9,91.45,0.0,0.0,,0.0,0.0,3.2,279.0,1017.1,94.6,0.0,0.0,0.0
2018-06-08T01:00:00,12.0,11.3,95.15,0.0,0.0,,0.0,0.0,5.4,3.0,1017.0,51.6,0.0,0.0,0.0
2018-06-08T02:00:00,12.2,11.7,96.79,0.0,0.0,,0.0,0.0,8.1,23.0,1016.8,88.1,0.0,0.0,0.0
2018-06-08T03:00:00,11.3,10.4,93.9,0.0,0.0,,0.0,0.0,6.4,24.0,1016.5,85.5,0.0,0.0,0.0
2018-06-08T04:00:00,11.7,11.2,96.83,0.0,0.0,,0.0,0.0,8.3,14.0,1016.5,90.0,0.0,0.0,0.0
2018-06-08T05:00:00,12.1,11.6,97.15,0.0,0.0,,0.0,0.0,5.6,22.0,1016.5,64.2,9.0,0.0,0.0
2018-06-08T06:00:00,13.1,11.7,91.45,0.0,0.0,,0.0,0.0,9.3,24.0,1016.7,96.6,44.0,0.2,0.0
2018-06-08T07:00:00,14.2,12.1,86.93,0.0,0.0,,0.0,0.0,11.9,36.0,1016.9,86.7,79.0,0.3,1.0
2018-06-08T08:00:00,14.6,11.6,82.53,0.0,0.0,,0.0,0.0,10.7,34.0,1017.0,65.0,170.0,0.6,2.0
2018-06-08T09:00:00,15.5,11.4,76.75,0.0,0.0,,0.0,0.0,12.2,38.0,1017.4,89.5,278.0,1.0,3.0
2018-06-08T10:00:00,17.7,12.3,70.75,0.0,0.0,,0.0,0.0,11.8,,1017.4,96.2,557.0,2.0,6.0
2018-06-08T11:00:00,18.9,13.3,69.89,0.0,0.0,,0.0,0.0,9.0,358.0,1017.1,81.9,667.0,2.4,7.0
2018-06-08T12:00:00,20.3,13.8,66.43,0.0,0.0,,0.0,0.0,11.6,357.0,1016.9,40.8,822.0,3.0,8.0
2018-06-08T13:00:00,18.8,13.2,69.84,0.0,0.0,,0.0,0.0,13.0,145.0,1016.6,55.2,924.0,3.3,9.0
2018-06-08T14:00:00,18.2,13.3,73.06,0.0,0.0,,0.0,0.0,13.6,150.0,1016.5,68.4,793.0,2.9,8.0
2018-06-08T15:00:00,18.0,13.6,75.23,0.0,0.0,,0.0,0.0,12.2,84.0,1016.4,73.8,813.0,2.9,8.0
2018-06-08T16:00:00,17.8,13.0,73.6,0.0,0.0,,0.0,0.0,10.9,140.0,1016.1,88.3,717.0,2.6,7.0
2018-06-08T17:00:00,17.9,13.1,73.53,0.0,0.0,,0.0,0.0,10.3,100.0,1015.8,89.5,588.0,2.1,6.0
2018-06-08T18:00:00,17.5,13.0,74.97,0.0,0.0,,0.0,0.0,7.9,235.0,1015.5,81.6,396.0,1.4,4.0
2018-06-08T19:00:00,17.5,12.6,73.13,0.0,0.0,,0.0,0.0,6.3,117.0,1015.5,97.4,97.0,0.3,1.0
2018-06-08T20:00:00,16.4,12.3,76.8,0.0,0.0,,0.0,0.0,6.5,130.0,1015.6,43.1,51.0,0.2,1.0
2018-06-08T21:00:00,15.2,12.1,81.41,0.0,0.0,,0.0,0.0,5.0,132.0,1015.8,10.0,17.0,0.1,0.0
2018-06-08T22:00:00,13.4,11.4,87.83,0.0,0.0,,0.0,0.0,5.0,171.0,1016.4,44.8,9.0,0.0,0.0
2018-06-08T23:00:00,12.3,11.0,91.7,0.0,0.0,,0.0,0.0,4.7,351.0,1016.6,55.6,0.0,0.0,0.0
2018-06-09T00:00:00,12.0,11.0,93.39,0.0,0.0,,0.0,0.0,7.5,20.0,1016.8,51.8,0.0,0.0,0.0
2018-06-09T01:00:00,11.9,11.0,94.4,0.0,0.0,,0.0,0.0,8.0,27.0,1016.6,28.2,0.0,0.0,0.0
2018-06-09T02:00:00,11.3,10.3,93.91,0.0,0.0,,0.0,0.0,6.9,18.0,1016.4,45.8,0.0,0.0,0.0
2018-06-09T03:00:00,10.9,10.3,95.62,0.0,0.0,,0.0,0.0,4.4,11.0,1016.3,86.5,0.0,0.0,0.0
2018-06-09T04:00:00,11.4,10.8,96.15,0.0,0.0,,0.0,0.0,7.5,4.0,1016.0,100.0,0.0,0.0,0.0
2018-06-09T05:00:00,12.3,11.7,96.18,0.0,0.0,,0.0,0.0,9.4,20.0,1015.7,98.7,7.0,0.0,0.0
2018-06-09T06:00:00,13.5,12.0,90.58,0.0,0.0,,0.0,0.0,17.6,35.0,1015.8,100.0,33.0,0.1,0.0
2018-06-09T07:00:00,14.0,11.9,87.18,0.0,0.0,,0.0,0.0,13.6,28.0,1016.0,100.0,97.0,0.3,1.0
2018-06-09T08:00:00,14.8,12.0,83.23,0.0,0.0,,0.0,0.0,14.1,36.0,1016.0,99.2,198.0,0.7,2.0
2018-06-09T09:00:00,15.4,12.0,80.31,0.0,0.0,,0.0,0.0,15.2,29.0,1016.0,86.4,252.0,0.9,3.0
2018-06-09T10:00:00,16.6,12.8,78.21,0.0,0.0,,0.0,0.0,12.7,30.0,1016.0,62.5,378.0,1.4,4.0
2018-06-09T11:00:00,18.0,13.2,73.42,0.0,0.0,,0.0,0.0,12.3,32.0,1015.7,54.9,643.0,2.3,6.0
