datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2014-05-20T00:00:00,16.6,11.3,70.74,0.0,0.0,,,,10.3,76.0,1002.8,29.8,0.0,0.0,0.0
2014-05-20T01:00:00,15.2,11.9,80.69,0.006,100.0,rain,,,12.3,132.0,1003.9,79.9,0.0,0.0,0.0
2014-05-20T02:00:00,14.8,12.1,83.89,0.0,0.0,,,,28.1,209.0,1004.6,76.6,0.0,0.0,0.0
2014-05-20T03:00:00,13.9,12.3,90.24,0.0,0.0,,,,7.1,322.0,1003.6,87.0,0.0,0.0,0.0
2014-05-20T04:00:00,14.0,12.2,88.8,0.0,0.0,,,,13.8,11.0,1002.7,90.0,0.0,0.0,0.0
2014-05-20T05:00:00,13.3,11.6,89.75,0.0,0.0,,,,4.6,147.0,1003.8,95.1,10.0,0.0,0.0
2014-05-20T06:00:00,13.6,12.2,91.39,0.0,0.0,,,,14.2,169.0,1004.9,75.5,94.9,0.3,1.0
2014-05-20T07:00:00,13.9,12.5,91.38,0.103,100.0,rain,,,10.1,163.0,1005.8,49.1,212.0,0.8,2.0
2014-05-20T08:00:00,14.8,12.8,87.81,0.0,0.0,,,,13.0,142.0,1006.2,38.6,395.1,1.4,4.0
2014-05-20T09:00:00,15.6,13.0,84.65,0.0,0.0,,,,14.5,158.0,1006.5,53.1,563.3,2.0,6.0
2014-05-20T10:00:00,15.8,13.1,83.9,0.0,0.0,,,,14.5,166.0,1006.8,81.5,584.8,2.1,6.0
2014-05-20T11:00:00,15.9,13.1,83.27,0.0,0.0,,,,16.0,151.0,1007.4,45.6,489.4,1.8,5.0
2014-05-20T12:00:00,16.1,12.8,80.79,0.0,0.0,,,,16.6,157.0,1008.1,84.5,507.3,1.8,5.0
2014-05-20T13:00:00,16.7,13.0,78.75,0.0,0.0,,,,15.6,149.0,1008.1,56.0,288.4,1.0,3.0
2014-05-20T14:00:00,16.0,12.6,80.23,0.0,0.0,,,,13.9,142.0,1008.4,47.5,200.3,0.7,2.0
2014-05-20T15:00:00,16.4,12.8,79.34,0.0,0.0,,,,11.6,129.0,1008.3,78.5,164.9,0.6,2.0
2014-05-20T16:00:00,16.0,13.0,82.42,0.0,0.0,,,,13.3,140.0,1008.7,70.8,131.3,0.5,1.0
2014-05-20T17:00:00,15.7,13.0,83.55,0.0,0.0,,,,14.5,158.0,1009.0,84.8,114.4,0.4,1.0
2014-05-20T18:00:00,15.0,12.6,85.74,0.0,0.0,,,,12.7,191.0,1009.1,67.5,66.1,0.2,1.0
2014-05-20T19:00:00,14.5,12.7,88.65,0.031,100.0,rain,,,10.6,202.0,1009.6,62.6,30.1,0.1,0.0
2014-05-20T20:00:00,14.0,12.5,90.53,0.0,0.0,,,,8.6,213.0,1009.7,73.2,4.7,0.0,0.0
2014-05-20T21:00:00,13.0,11.6,91.17,0.0,0.0,,,,4.1,317.0,1010.0,82.9,0.0,0.0,0.0
2014-05-20T22:00:00,10.9,10.0,93.86,0.0,0.0,,,,4.0,303.0,1010.8,59.5,0.0,0.0,0.0
2014-05-20T23:00:00,10.3,9.7,95.91,0.0,0.0,,,,5.1,339.0,1010.5,90.0,0.0,0.0,0.0
2014-05-21T00:00:00,9.6,9.0,96.39,0.0,0.0,,,,2.3,35.0,1011.2,67.4,0.0,0.0,0.0
2014-05-21T01:00:00,9.4,9.1,97.41,0.0,0.0,,,,2.3,352.0,1010.8,98.3,0.0,0.0,0.0
2014-05-21T02:00:00,9.1,8.9,98.18,0.0,0.0,,,,3.4,352.0,1011.0,74.5,0.0,0.0,0.0
2014-05-21T03:00:00,8.6,8.3,97.95,0.0,0.0,,,,4.7,14.0,1011.2,66.4,0.0,0.0,0.0
2014-05-21T04:00:00,8.4,8.3,98.75,0.0,0.0,,,,3.7,2.0,1011.1,77.8,0.0,0.0,0.0
2014-05-21T05:00:00,8.3,8.0,97.95,0.0,0.0,,,,6.5,14.0,1011.0,38.7,4.0,0.0,0.0
2014-05-21T06:00:00,8.4,8.3,99.73,0.0,0.0,,,,9.2,353.0,1011.1,67.1,52.3,0.2,1.0
2014-05-21T07:00:00,9.3,9.2,99.33,0.023,100.0,rain,,,10.3,7.0,1011.3,44.4,197.4,0.7,2.0
2014-05-21T08:00:00,11.3,11.0,98.32,0.0,0.0,,,,9.3,10.0,1011.1,53.6,298.8,1.1,3.0
2014-05-21T09:00:00,13.1,12.0,92.77,0.0,0.0,,,,10.1,6.0,1010.9,10.0,372.4,1.3,4.0
2014-05-21T10:00:00,14.6,11.1,79.38,0.0,0.0,,,,11.2,55.0,1010.4,30.0,326.3,1.2,3.0
2014-05-21T11:00:00,16.2,10.6,69.47,0.0,0.0,,,,16.4,77.0,1010.0,10.0,295.5,1.1,3.0
2014-05-21T12:00:00,15.4,12.3,81.51,0.0,0.0,,,,16.8,113.0,1009.7,19.1,315.3,1.1,3.0
