datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2017-11-08T00:00:00,6.4,5.8,95.71,1.771,100.0,rain,0.0,0.0,18.5,333.0,1016.5,86.5,0.0,0.0,0.0
2017-11-08T01:00:00,6.5,5.6,94.34,0.0,0.0,,0.0,0.0,22.3,342.0,1016.7,100.0,0.0,0.0,
2017-11-08T02:00:00,6.1,5.4,94.9,0.0,0.0,,0.0,0.0,20.5,345.0,1017.1,96.7,0.0,0.0,0.0
2017-11-08T03:00:00,6.1,5.2,93.86,0.0,0.0,,0.0,0.0,21.4,342.0,1017.3,100.0,0.0,0.0,0.0
2017-11-08T04:00:00,6.1,5.1,93.85,0.0,0.0,,0.0,0.0,22.4,347.0,1017.6,100.0,0.0,0.0,0.0
2017-11-08T05:00:00,6.1,5.1,93.36,0.0,0.0,,0.0,0.0,20.0,347.0,1018.4,92.3,0.0,0.0,0.0
2017-11-08T06:00:00,6.0,5.2,94.67,0.0,0.0,,0.0,0.0,20.6,340.0,1019.0,96.7,0.0,0.0,0.0
2017-11-08T07:00:00,6.1,5.5,95.83,0.0,0.0,,0.0,0.0,19.8,348.0,1019.6,96.7,3.1,0.0,0.0
2017-11-08T08:00:00,6.5,5.8,95.26,0.0,0.0,,0.0,0.0,18.6,346.0,1020.3,92.3,28.9,0.1,0.0
2017-11-08T09:00:00,6.9,6.0,94.15,0.016,100.0,rain,0.0,0.0,18.7,345.0,1021.1,96.7,70.6,0.3,1.0
2017-11-08T10:00:00,7.3,6.4,93.69,0.0,0.0,,0.0,0.0,19.5,344.0,1021.5,92.3,93.6,0.3,1.0
2017-11-08T11:00:00,7.5,6.3,91.86,0.0,0.0,,0.0,0.0,19.5,340.0,1021.9,92.3,106.1,0.4,1.0
2017-11-08T12:00:00,8.2,6.5,89.14,0.133,100.0,rain,0.0,0.0,21.0,340.0,1022.0,94.4,150.7,0.5,2.0
2017-11-08T13:00:00,8.3,6.8,90.14,0.0,0.0,,0.0,0.0,20.0,340.0,1022.3,84.2,131.1,0.5,1.0
2017-11-08T14:00:00,8.1,6.6,90.53,0.0,0.0,,0.0,0.0,20.0,340.0,1022.3,90.0,104.8,0.4,1.0
2017-11-08T15:00:00,8.2,6.4,88.56,0.0,0.0,,0.0,0.0,21.6,340.0,1023.0,87.5,43.1,0.2,0.0
2017-11-08T16:00:00,7.9,6.1,88.59,0.0,0.0,,0.0,0.0,18.4,340.0,1023.3,91.0,4.5,0.0,0.0
2017-11-08T17:00:00,7.5,5.8,88.62,0.0,0.0,,0.0,0.0,15.4,338.0,1023.8,73.3,0.0,0.0,0.0
2017-11-08T18:00:00,7.0,5.3,89.28,0.046,100.0,rain,0.0,0.0,13.1,339.0,1024.2,86.6,0.0,0.0,0.0
2017-11-08T19:00:00,6.4,4.5,87.56,0.0,0.0,,0.0,0.0,14.4,332.0,1024.3,34.3,0.0,0.0,0.0
2017-11-08T20:00:00,5.4,3.8,89.24,0.0,0.0,,0.0,0.0,13.9,320.0,1024.4,54.0,0.0,0.0,0.0
2017-11-08T21:00:00,5.0,2.8,85.43,0.0,0.0,,0.0,0.0,13.7,326.0,1024.7,40.8,0.0,0.0,0.0
2017-11-08T22:00:00,3.6,1.7,87.1,0.0,0.0,,0.0,0.0,11.6,320.0,1024.9,20.6,0.0,0.0,0.0
2017-11-08T23:00:00,2.9,1.2,88.56,0.0,0.0,,0.0,0.0,9.6,300.0,1024.7,10.0,0.0,0.0,0.0
2017-11-09T00:00:00,1.9,0.8,92.33,0.0,0.0,,0.0,0.0,10.6,277.0,1024.7,17.4,0.0,0.0,0.0
2017-11-09T01:00:00,1.8,0.8,93.26,0.0,0.0,,0.0,0.0,9.8,285.0,1024.7,62.6,0.0,0.0,0.0
2017-11-09T02:00:00,1.8,1.1,95.42,0.0,0.0,,0.0,0.0,9.2,242.0,1024.1,23.0,0.0,0.0,0.0
2017-11-09T03:00:00,1.2,0.9,97.59,0.0,0.0,,0.0,0.0,9.7,244.0,1023.6,27.3,0.0,0.0,0.0
2017-11-09T04:00:00,1.8,1.3,95.95,0.0,0.0,,0.0,0.0,11.5,246.0,1023.3,77.5,0.0,0.0,0.0
2017-11-09T05:00:00,2.7,2.2,96.54,0.0,0.0,,0.0,0.0,12.9,249.0,1023.3,76.3,0.0,0.0,0.0
2017-11-09T06:00:00,3.7,2.8,93.84,0.088,100.0,rain,0.0,0.0,11.9,238.0,1022.9,80.0,0.0,0.0,0.0
2017-11-09T07:00:00,4.6,3.2,90.32,0.0,0.0,,0.0,0.0,13.0,232.0,1023.0,90.0,2.9,0.0,0.0
2017-11-09T08:00:00,5.2,3.7,90.07,0.0,0.0,,0.0,0.0,13.6,233.0,1022.8,85.2,34.0,0.1,0.0
2017-11-09T09:00:00,6.3,4.9,91.15,0.0,0.0,,0.0,0.0,14.1,240.0,1022.8,87.7,71.8,0.3,1.0
2017-11-09T10:00:00,7.4,6.2,91.95,0.0,0.0,,0.0,0.0,15.5,250.0,1022.8,93.3,72.5,0.3,1.0
2017-11-09T11:00:00,9.0,7.2,88.21,0.0,0.0,,0.0,0.0,18.4,254.0,1022.8,93.3,77.6,0.3,1.0
2017-11-09T12:00:00,10.0,8.1,88.22,0.0,0.0,,0.0,0.0,15.9,262.0,1022.3,94.4,94.8,0.3,1.0
2017-11-09T13:00:00,10.9,8.8,86.65,0.0,0.0,,0.0,0.0,15.3,273.0,1022.0,90.0,104.0,0.4,1.0
2017-11-09T14:00:00,11.7,9.2,85.17,0.0,0.0,,0.0,0.0,15.3,265.0,1021.6,90.0,129.8,0.5,1.0
