datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2005-08-03T00:00:00,16.3,13.1,81.23,0.0,0.0,,0.0,0.0,10.9,239.0,1018.6,81.7,,,
2005-08-03T01:00:00,14.9,12.2,83.69,0.0,0.0,,0.0,0.0,10.0,239.0,1019.0,81.7,,,
2005-08-03T02:00:00,14.5,12.0,85.36,0.0,0.0,,0.0,0.0,11.6,252.0,1018.6,90.0,,,
2005-08-03T03:00:00,14.2,11.7,85.12,0.0,0.0,,0.0,0.0,10.9,245.0,1018.3,53.8,,,
2005-08-03T04:00:00,13.9,11.6,86.2,0.0,0.0,,0.0,0.0,8.8,241.0,,55.1,,,
2005-08-03T05:00:00,14.1,12.0,86.69,0.0,0.0,,0.0,0.0,9.7,241.0,1018.1,70.5,,,
2005-08-03T06:00:00,14.4,12.3,87.1,0.0,0.0,,0.0,0.0,10.8,233.0,1018.3,78.2,,,
2005-08-03T07:00:00,14.5,13.1,91.71,0.628,100.0,rain,0.0,0.0,12.5,243.0,1018.4,69.6,,,
2005-08-03T08:00:00,14.7,13.8,94.74,0.0,0.0,,0.0,0.0,13.2,260.0,1018.8,78.1,,,
2005-08-03T09:00:00,16.0,14.5,90.58,0.0,0.0,,0.0,0.0,13.1,286.0,1019.1,87.2,,,
2005-08-03T10:00:00,17.3,12.9,75.05,0.0,0.0,,0.0,0.0,16.4,307.0,1019.4,42.4,,,
2005-08-03T11:00:00,19.3,11.5,60.49,0.0,0.0,,0.0,0.0,16.5,305.0,1019.6,34.0,,,
2005-08-03T12:00:00,21.1,11.2,53.37,0.0,0.0,,0.0,0.0,19.8,294.0,1019.8,28.8,,,
2005-08-03T13:00:00,20.7,9.6,48.98,0.958,100.0,rain,0.0,0.0,18.8,304.0,1020.1,66.9,,,
2005-08-03T14:00:00,21.1,10.1,49.3,0.0,0.0,,0.0,0.0,21.8,310.0,1019.9,61.4,,,
2005-08-03T15:00:00,20.8,10.5,51.58,0.0,0.0,,0.0,0.0,24.5,295.0,1020.0,65.3,,,
2005-08-03T16:00:00,20.0,10.7,55.21,0.0,0.0,,0.0,0.0,28.6,295.0,1020.1,68.0,,,
2005-08-03T17:00:00,20.2,9.9,51.6,0.0,0.0,,0.0,0.0,22.6,312.0,1020.8,58.7,,,
2005-08-03T18:00:00,20.6,10.0,50.67,0.0,0.0,,0.0,0.0,23.3,309.0,1021.3,60.3,,,
2005-08-03T19:00:00,19.9,9.5,50.88,0.0,0.0,,0.0,0.0,23.9,307.0,1021.7,33.4,,,
2005-08-03T20:00:00,18.6,9.7,56.19,0.0,0.0,,0.0,0.0,17.0,306.0,1022.5,32.0,,,
2005-08-03T21:00:00,15.9,9.8,67.05,0.0,0.0,,0.0,0.0,11.8,306.0,1023.2,41.4,,,
2005-08-03T22:00:00,14.5,9.9,74.0,0.0,0.0,,0.0,0.0,10.1,295.0,1023.5,32.9,,,
2005-08-03T23:00:00,13.0,9.3,78.58,0.0,0.0,,0.0,0.0,11.4,276.0,1024.0,36.1,,,
2005-08-04T00:00:00,13.9,9.5,74.81,0.0,0.0,,0.0,0.0,10.5,280.0,1024.0,40.0,,,
2005-08-04T01:00:00,12.4,9.1,80.27,0.0,0.0,,0.0,0.0,10.7,286.0,1024.0,16.7,,,
2005-08-04T02:00:00,11.4,8.9,84.93,0.0,0.0,,0.0,0.0,10.3,275.0,1023.7,38.3,,,
2005-08-04T03:00:00,11.2,9.1,86.95,0.0,0.0,,0.0,0.0,9.6,266.0,1024.0,71.7,,,
2005-08-04T04:00:00,11.0,9.1,88.11,0.0,0.0,,0.0,0.0,10.1,278.0,1024.0,30.0,,,
2005-08-04T05:00:00,11.3,9.4,87.84,0.0,0.0,,0.0,0.0,12.0,270.0,1024.2,68.5,,,
2005-08-04T06:00:00,10.4,9.0,91.39,0.0,0.0,,0.0,0.0,9.8,263.0,1024.2,62.9,,,
2005-08-04T07:00:00,12.2,10.2,87.17,0.0,0.0,,0.0,0.0,11.4,266.0,1024.5,82.8,,,
2005-08-04T08:00:00,14.7,10.6,76.32,0.0,0.0,,0.0,0.0,14.0,285.0,1024.4,81.7,,,
2005-08-04T09:00:00,16.5,10.9,69.48,0.0,0.0,,0.0,0.0,17.2,296.0,1024.5,82.8,,,
2005-08-04T10:00:00,18.2,11.3,64.19,,0.0,,0.0,0.0,16.9,292.0,1024.9,68.2,,,
2005-08-04T11:00:00,19.0,11.1,60.15,0.0,0.0,,0.0,0.0,18.2,284.0,1024.5,68.9,,,
2005-08-04T12:00:00,19.6,10.4,55.31,0.0,0.0,,0.0,0.0,20.2,285.0,1024.5,65.1,,,
2005-08-04T13:00:00,20.1,10.7,54.82,0.0,0.0,,0.0,0.0,20.5,288.0,1024.5,75.6,,,
2005-08-04T14:00:00,21.2,10.6,50.65,0.0,0.0,,0.0,0.0,22.9,284.0,1024.0,56.8,,,
2005-08-04T15:00:00,21.0,10.5,51.04,0.0,0.0,,0.0,0.0,18.6,283.0,1023.7,59.5,,,
2005-08-04T16:00:00,21.8,11.1,50.66,0.0,0.0,,0.0,0.0,15.7,285.0,1023.0,44.6,,,
2005-08-04T17:00:00,21.7,10.3,48.34,0.0,0.0,,0.0,0.0,20.3,261.0,1022.7,57.5,,,
2005-08-04T18:00:00,21.1,10.4,50.31,0.0,0.0,,0.0,0.0,20.8,264.0,1022.3,47.9,,,
2005-08-04T19:00:00,20.3,10.9,54.99,0.0,0.0,,0.0,0.0,17.7,254.0,1022.0,73.7,,,
2005-08-04T20:00:00,19.3,10.9,58.27,0.0,0.0,,0.0,0.0,17.2,249.0,1021.6,90.0,,,
2005-08-04T21:00:00,17.8,10.8,63.73,0.0,0.0,,0.0,0.0,12.5,246.0,1021.5,57.1,,,
2005-08-04T22:00:00,17.4,11.4,67.67,0.0,0.0,,0.0,0.0,12.7,258.0,1021.1,68.7,,,
2005-08-04T23:00:00,16.8,11.8,72.76,0.0,0.0,,0.0,0.0,12.4,260.0,,73.3,,,
2005-08-05T00:00:00,15.1,12.6,85.14,0.0,0.0,,0.0,0.0,10.5,264.0,1020.7,61.9,,,
2005-08-05T01:00:00,14.6,12.6,87.76,0.403,100.0,rain,0.0,0.0,6.6,234.0,1020.0,68.8,,,
2005-08-05T02:00:00,14.6,12.4,86.55,0.0,0.0,,0.0,0.0,7.3,213.0,1019.3,77.2,,,
2005-08-05T03:00:00,14.6,12.4,87.1,0.0,0.0,,0.0,0.0,9.8,212.0,1018.3,64.0,,,
2005-08-05T04:00:00,14.0,12.3,89.58,0.0,0.0,,0.0,0.0,11.7,225.0,,62.8,,,
2005-08-05T05:00:00,13.6,12.3,91.57,0.0,0.0,,0.0,0.0,14.0,230.0,1017.1,72.3,,,
2005-08-05T06:00:00,13.6,12.3,91.87,0.0,0.0,,0.0,0.0,14.8,210.0,1016.1,62.6,,,
2005-08-05T07:00:00,13.5,12.9,96.21,0.44,100.0,rain,0.0,0.0,14.9,201.0,1015.4,75.5,,,
2005-08-05T08:00:00,13.8,13.4,97.53,0.0,0.0,,0.0,0.0,15.6,205.0,1014.7,75.5,,,
2005-08-05T09:00:00,14.6,14.0,96.26,0.0,0.0,,0.0,0.0,14.1,221.0,1014.9,84.8,,,
2005-08-05T10:00:00,15.8,15.3,96.88,0.147,100.0,rain,0.0,0.0,14.8,250.0,1014.7,94.6,,,
2005-08-05T11:00:00,16.4,15.7,95.47,0.0,0.0,,0.0,0.0,15.3,283.0,1014.6,97.0,,,
2005-08-05T12:00:00,16.6,14.8,88.91,0.0,0.0,,0.0,0.0,16.7,315.0,1015.2,70.0,,,
2005-08-05T13:00:00,16.6,14.2,85.91,1.421,100.0,rain,0.0,0.0,18.2,330.0,1016.3,81.0,,,
2005-08-05T14:00:00,16.4,13.4,82.62,0.0,0.0,,0.0,0.0,20.1,332.0,1016.4,81.5,,,
2005-08-05T15:00:00,18.5,13.4,72.47,0.0,0.0,,0.0,0.0,17.5,334.0,1016.1,73.7,,,
2005-08-05T16:00:00,20.2,13.2,63.95,0.0,0.0,,0.0,0.0,19.4,317.0,1016.3,28.7,,,
2005-08-05T17:00:00,20.7,12.2,58.42,0.0,0.0,,0.0,0.0,18.3,336.0,1016.4,51.9,,,
2005-08-05T18:00:00,20.3,11.2,56.11,0.0,0.0,,0.0,0.0,21.5,319.0,1016.9,48.3,,,
2005-08-05T19:00:00,19.1,9.9,54.98,0.0,0.0,,0.0,0.0,24.5,318.0,1018.0,32.2,,,
2005-08-05T20:00:00,17.6,9.2,58.04,0.0,0.0,,0.0,0.0,19.7,316.0,1018.6,90.0,,,
2005-08-05T21:00:00,15.7,9.5,66.59,0.0,0.0,,0.0,0.0,18.2,310.0,1019.3,90.0,,,
2005-08-05T22:00:00,14.1,9.2,72.33,0.0,0.0,,0.0,0.0,14.1,308.0,1020.0,90.0,,,
2005-08-05T23:00:00,13.2,9.1,76.66,0.0,0.0,,0.0,0.0,12.5,303.0,1020.7,90.0,,,
2005-08-06T00:00:00,12.3,9.0,80.79,0.0,0.0,,0.0,0.0,12.5,296.0,1020.7,90.0,,,
2005-08-06T01:00:00,11.7,8.8,82.52,0.0,0.0,,0.0,0.0,13.5,302.0,1020.7,50.0,,,
2005-08-06T02:00:00,11.4,8.9,84.86,0.0,0.0,,0.0,0.0,12.8,308.0,1020.7,90.0,,,
2005-08-06T03:00:00,10.5,8.7,88.81,0.0,0.0,,0.0,0.0,12.9,285.0,1020.7,90.0,,,
2005-08-06T04:00:00,10.1,8.8,91.8,0.0,0.0,,0.0,0.0,11.6,281.0,1020.7,90.0,,,
2005-08-06T05:00:00,10.2,8.7,90.78,0.0,0.0,,0.0,0.0,12.5,287.0,1020.3,90.0,,,
2005-08-06T06:00:00,10.8,8.9,88.16,0.0,0.0,,0.0,0.0,12.3,286.0,1020.3,90.0,,,
