0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2023-08-29T00:00:00,12.0,9.5,84.81,0.0,0.0,,0.0,0.0,8.7,289.0,1014.3,64.3,0.0,0.0,0.0
2023-08-29T01:00:00,11.9,9.6,85.97,0.0,0.0,,0.0,0.0,8.5,284.0,1013.7,78.4,0.0,0.0,0.0
2023-08-29T02:00:00,11.3,9.0,85.76,0.0,0.0,,0.0,0.0,6.2,279.0,1013.4,43.3,0.0,0.0,0.0
2023-08-29T03:00:00,10.7,9.4,91.82,0.0,0.0,,0.0,0.0,8.8,287.0,1013.2,31.0,0.0,0.0,0.0
2023-08-29T04:00:00,10.8,9.5,91.5,0.0,0.0,,0.0,0.0,8.1,280.0,1013.2,59.0,0.0,0.0,0.0
2023-08-29T05:00:00,11.7,9.9,88.8,0.0,0.0,,0.0,0.0,7.4,288.0,,89.0,0.0,0.0,0.0
2023-08-29T06:00:00,12.4,10.5,87.86,0.0,0.0,,0.0,0.0,6.7,284.0,1012.6,100.0,0.0,0.0,0.0
2023-08-29T07:00:00,12.6,10.7,88.14,0.0,0.0,,0.0,0.0,7.0,260.0,1013.2,100.0,30.0,0.1,0.0
2023-08-29T08:00:00,13.2,11.3,88.27,0.0,0.0,,0.0,0.0,6.9,263.0,1013.1,100.0,58.0,0.2,1.0
2023-08-29T09:00:00,14.5,12.0,84.66,0.0,0.0,,0.0,0.0,8.9,255.0,1012.4,100.0,183.0,0.7,2.0
2023-08-29T10:00:00,15.6,11.8,77.94,0.0,0.0,,0.0,0.0,9.7,266.0,1012.4,100.0,287.0,1.0,3.0
2023-08-29T11:00:00,16.9,10.8,67.34,0.0,0.0,,0.0,0.0,12.6,239.0,1012.0,76.5,434.0,1.6,4.0
2023-08-29T12:00:00,18.1,10.3,60.42,0.0,0.0,,0.0,0.0,15.1,246.0,1011.4,87.4,373.0,1.3,4.0
2023-08-29T13:00:00,18.6,9.4,55.19,0.0,0.0,,0.0,0.0,16.8,246.0,1011.1,93.8,289.0,1.0,3.0
2023-08-29T14:00:00,18.9,9.4,53.88,0.0,0.0,,0.0,0.0,14.9,245.0,1010.9,95.9,252.0,0.9,3.0
2023-08-29T15:00:00,18.8,10.0,56.66,0.0,0.0,,0.0,0.0,15.0,235.0,1010.4,93.8,98.0,0.4,1.0
2023-08-29T16:00:00,18.5,9.5,55.98,0.0,0.0,,0.0,0.0,13.9,235.0,1010.2,100.0,92.0,0.3,1.0
2023-08-29T17:00:00,18.4,9.7,56.99,0.0,0.0,,0.0,0.0,16.1,243.0,1009.9,100.0,70.0,0.3,1.0
2023-08-29T18:00:00,17.9,10.6,62.25,0.0,0.0,,0.0,0.0,15.7,237.0,1009.3,97.9,90.0,0.3,1.0
2023-08-29T19:00:00,17.6,10.6,63.47,0.0,0.0,,0.0,0.0,13.7,225.0,1009.1,100.0,26.0,0.1,0.0
2023-08-29T20:00:00,17.1,10.9,66.89,0.0,0.0,,0.0,0.0,11.3,209.0,1008.9,95.9,0.0,0.0,0.0
2023-08-29T21:00:00,16.5,11.1,70.41,0.0,0.0,,0.0,0.0,16.1,240.0,1008.6,100.0,0.0,0.0,0.0
2023-08-29T22:00:00,15.8,11.7,76.83,0.138,100.0,rain,0.0,0.0,14.1,232.0,1008.4,100.0,0.0,0.0,0.0
2023-08-29T23:00:00,14.9,12.4,85.38,0.049,100.0,rain,0.0,0.0,15.0,249.0,1008.2,100.0,0.0,0.0,0.0
2023-08-30T00:00:00,14.1,12.9,92.72,0.386,100.0,rain,0.0,0.0,13.0,282.0,1007.6,94.9,0.0,0.0,0.0
2023-08-30T01:00:00,13.4,12.4,94.08,0.506,100.0,rain,0.0,0.0,9.1,292.0,1007.5,91.9,0.0,0.0,0.0
2023-08-30T02:00:00,12.7,11.7,93.63,0.012,100.0,rain,0.0,0.0,12.3,287.0,1007.3,100.0,0.0,0.0,0.0
2023-08-30T03:00:00,12.2,11.3,94.73,0.0,0.0,,0.0,0.0,11.0,302.0,1006.7,69.9,0.0,0.0,0.0
2023-08-30T04:00:00,11.8,10.4,91.36,0.0,0.0,,0.0,0.0,10.1,292.0,1006.6,69.0,0.0,0.0,0.0
2023-08-30T05:00:00,10.3,9.3,93.35,0.0,0.0,,0.0,0.0,11.1,286.0,1006.4,3.9,0.0,0.0,0.0
2023-08-30T06:00:00,9.6,8.5,93.06,0.0,0.0,,0.0,0.0,11.2,283.0,1006.4,5.6,4.0,0.0,0.0
2023-08-30T07:00:00,10.0,9.0,93.21,0.0,0.0,,0.0,0.0,11.1,277.0,1006.7,10.7,54.0,0.2,1.0
2023-08-30T08:00:00,11.6,10.2,91.05,0.0,0.0,,0.0,0.0,14.2,283.0,1006.7,41.4,207.0,0.7,2.0
2023-08-30T09:00:00,13.4,11.2,86.63,0.0,0.0,,0.0,0.0,18.6,284.0,1006.9,49.6,347.0,1.2,3.0
2023-08-30T10:00:00,14.8,11.8,81.9,0.0,0.0,,0.0,0.0,18.7,291.0,1007.3,75.5,183.0,0.7,2.0
2023-08-30T11:00:00,15.8,10.9,72.48,0.0,0.0,,0.0,0.0,20.2,295.0,1007.2,64.4,485.0,1.7,5.0
2023-08-30T12:00:00,17.2,10.7,65.47,0.0,0.0,,0.0,0.0,20.0,301.0,1007.1,54.9,392.0,1.4,4.0
2023-08-30T13:00:00,17.5,10.0,61.43,0.034,100.0,rain,0.0,0.0,19.6,300.0,1007.2,54.3,185.0,0.7,2.0
2023-08-30T14:00:00,17.8,10.2,60.9,0.048,100.0,rain,0.0,0.0,23.5,273.0,1006.7,83.2,455.0,1.6,5.0
2023-08-30T15:00:00,15.7,10.6,71.81,0.448,100.0,rain,0.0,0.0,21.8,292.0,1007.2,85.3,142.0,0.5,1.0
2023-08-30T16:00:00,16.1,11.3,73.17,0.06,100.0,rain,0.0,0.0,20.4,288.0,1007.2,76.2,197.0,0.7,2.0
2023-08-30T17:00:00,16.1,11.3,73.17,1.151,100.0,rain,0.0,0.0,18.6,301.0,1007.2,51.7,104.0,0.4,1.0
2023-08-30T18:00:00,16.2,10.6,69.71,0.077,100.0,rain,0.0,0.0,12.4,328.0,1007.2,30.0,58.0,0.2,1.0
2023-08-30T19:00:00,16.1,10.1,67.82,0.211,100.0,rain,0.0,0.0,7.1,282.0,1007.4,25.4,63.0,0.2,1.0
2023-08-30T20:00:00,14.7,10.6,76.58,0.0,0.0,,0.0,0.0,5.2,341.0,1007.6,41.8,0.0,0.0,0.0
2023-08-30T21:00:00,13.4,9.5,77.24,0.0,0.0,,0.0,0.0,4.5,277.0,1008.3,24.2,0.0,0.0,0.0
2023-08-30T22:00:00,12.0,9.0,82.06,0.0,0.0,,0.0,0.0,6.7,262.0,1008.5,5.7,0.0,0.0,0.0
2023-08-30T23:00:00,10.9,8.2,83.46,0.0,0.0,,0.0,0.0,8.4,269.0,1008.7,20.4,0.0,0.0,0.0
2023-08-31T00:00:00,11.0,8.5,84.33,0.0,0.0,,0.0,0.0,7.1,269.0,1008.8,21.8,0.0,0.0,0.0
2023-08-31T01:00:00,10.5,8.4,86.97,0.0,0.0,,0.0,0.0,8.6,283.0,1009.3,21.8,0.0,0.0,0.0
2023-08-31T02:00:00,10.1,8.3,88.68,0.0,0.0,,0.0,0.0,7.2,273.0,1009.2,16.7,0.0,0.0,0.0
2023-08-31T03:00:00,9.7,8.0,89.39,0.0,0.0,,0.0,0.0,6.0,275.0,1009.1,6.2,0.0,0.0,0.0
2023-08-31T04:00:00,9.0,7.8,92.07,0.0,0.0,,0.0,0.0,5.6,259.0,1009.2,9.0,0.0,0.0,0.0
2023-08-31T05:00:00,8.5,7.3,92.4,0.0,0.0,,0.0,0.0,6.2,256.0,1009.3,45.9,0.0,0.0,0.0
2023-08-31T06:00:00,7.9,6.9,93.28,0.0,0.0,,0.0,0.0,5.8,261.0,1009.4,64.6,4.0,0.0,0.0
2023-08-31T07:00:00,8.5,7.7,94.62,0.0,0.0,,0.0,0.0,5.3,255.0,1009.5,39.3,75.0,0.3,1.0
2023-08-31T08:00:00,10.6,9.8,94.73,0.0,0.0,,0.0,0.0,3.1,253.0,1010.0,42.0,151.0,0.5,2.0
2023-08-31T09:00:00,13.6,11.2,85.52,0.0,0.0,,0.0,0.0,1.9,244.0,1010.1,39.4,340.0,1.2,3.0
2023-08-31T10:00:00,15.5,10.8,73.97,0.0,0.0,,0.0,0.0,4.2,204.0,1010.2,26.1,333.0,1.2,3.0
2023-08-31T11:00:00,16.5,9.7,63.89,0.0,0.0,,0.0,0.0,7.1,213.0,1010.0,19.3,329.0,1.2,3.0
2023-08-31T12:00:00,17.3,10.4,63.88,0.0,0.0,,0.0,0.0,8.8,205.0,1009.9,43.2,714.0,2.6,7.0
2023-08-31T13:00:00,17.9,10.2,60.64,0.0,0.0,,0.0,0.0,11.6,230.0,1009.4,87.1,395.0,1.4,4.0
2023-08-31T14:00:00,18.2,10.1,59.06,0.0,0.0,,0.0,0.0,11.7,217.0,1009.0,50.0,351.0,1.3,4.0
2023-08-31T15:00:00,17.7,10.1,60.9,0.0,0.0,,0.0,0.0,11.9,193.0,1009.2,95.3,388.0,1.4,4.0
2023-08-31T16:00:00,18.1,10.6,61.85,0.0,0.0,,0.0,0.0,11.6,189.0,1009.0,91.1,158.0,0.6,2.0
2023-08-31T17:00:00,17.6,11.0,65.35,0.0,0.0,,0.0,0.0,13.7,173.0,1009.1,100.0,106.0,0.4,1.0
2023-08-31T18:00:00,16.5,11.6,73.19,0.0,0.0,,0.0,0.0,12.7,194.0,1009.0,100.0,51.0,0.2,1.0
2023-08-31T19:00:00,16.2,12.1,76.68,0.0,0.0,,0.0,0.0,10.4,178.0,1009.0,95.9,5.0,0.0,0.0
2023-08-31T20:00:00,15.8,12.4,80.19,0.0,0.0,,0.0,0.0,10.9,164.0,1009.1,95.9,0.0,0.0,0.0
2023-08-31T21:00:00,15.1,12.6,84.82,0.0,0.0,,0.0,0.0,7.8,169.0,1009.3,99.3,0.0,0.0,0.0
2023-08-31T22:00:00,14.5,13.3,92.6,0.535,100.0,rain,0.0,0.0,5.8,170.0,1009.9,95.9,0.0,0.0,0.0
2023-08-31T23:00:00,14.3,13.4,93.81,0.242,100.0,rain,0.0,0.0,7.3,152.0,1009.7,100.0,0.0,0.0,0.0
2023-09-01T00:00:00,14.2,13.3,94.41,0.0,0.0,,0.0,0.0,5.7,146.0,1009.3,100.0,0.0,0.0,0.0
2023-09-01T01:00:00,14.4,13.5,94.78,0.176,100.0,rain,0.0,0.0,6.7,137.0,1009.3,95.9,0.0,0.0,0.0
2023-09-01T02:00:00,14.4,13.5,94.71,0.07,100.0,rain,0.0,0.0,5.3,142.0,1009.2,100.0,0.0,0.0,0.0
2023-09-01T03:00:00,14.4,14.1,97.7,0.012,100.0,rain,0.0,0.0,6.3,135.0,1008.9,100.0,0.0,0.0,0.0
2023-09-01T04:00:00,14.5,14.1,97.66,0.012,100.0,rain,0.0,0.0,6.1,124.0,1008.9,100.0,0.0,0.0,0.0
2023-09-01T05:00:00,14.6,14.3,98.34,0.2,100.0,rain,0.0,0.0,6.6,124.0,1008.8,95.9,0.0,0.0,0.0
2023-09-01T06:00:00,15.1,14.5,96.14,0.073,100.0,rain,0.0,0.0,6.3,109.0,1008.3,95.9,0.0,0.0,0.0
2023-09-01T07:00:00,15.2,14.6,96.21,0.727,100.0,rain,0.0,0.0,6.1,106.0,1008.8,95.1,8.0,0.0,0.0
2023-09-01T08:00:00,15.3,15.1,98.56,0.474,100.0,rain,0.0,0.0,6.7,116.0,1009.0,95.9,30.0,0.1,0.0
2023-09-01T09:00:00,16.2,15.5,95.61,0.198,100.0,rain,0.0,0.0,5.4,106.0,1009.1,94.5,52.0,0.2,1.0
2023-09-01T10:00:00,16.8,16.2,96.33,3.423,100.0,rain,0.0,0.0,5.4,102.0,1009.8,95.9,77.0,0.3,1.0
2023-09-01T11:00:00,17.8,16.6,92.47,0.013,100.0,rain,0.0,0.0,4.6,117.0,1010.1,95.9,107.0,0.4,1.0
2023-09-01T12:00:00,18.1,16.6,90.88,0.0,0.0,,0.0,0.0,5.6,107.0,1010.2,90.6,357.0,1.3,4.0
2023-09-01T13:00:00,19.5,16.5,82.99,0.015,100.0,rain,0.0,0.0,7.1,109.0,1010.3,87.4,359.0,1.3,4.0
2023-09-01T14:00:00,19.5,16.7,83.98,0.014,100.0,rain,0.0,0.0,8.6,95.0,1010.9,76.8,158.0,0.6,2.0
2023-09-01T15:00:00,20.2,17.0,82.03,0.014,100.0,rain,0.0,0.0,11.0,72.0,1011.0,74.6,471.0,1.7,5.0
2023-09-01T16:00:00,20.7,16.8,78.53,0.0,0.0,,0.0,0.0,11.9,71.0,1011.0,62.8,144.0,0.5,1.0
2023-09-01T17:00:00,20.2,16.9,81.23,0.0,0.0,,0.0,0.0,12.1,97.0,1011.3,72.2,102.0,0.4,1.0
2023-09-01T18:00:00,19.3,17.0,86.33,0.0,0.0,,0.0,0.0,11.1,113.0,1011.9,85.2,60.0,0.2,1.0
2023-09-01T19:00:00,19.0,16.8,87.17,0.0,0.0,,0.0,0.0,9.5,89.0,1012.2,91.7,21.0,0.1,0.0
