0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2021-09-20T00:00:00,14.2,12.7,90.53,0.0,0.0,,0.0,0.0,10.2,334.0,1017.8,68.2,0.0,0.0,0.0
2021-09-20T01:00:00,13.6,12.6,93.38,0.0,0.0,,0.0,0.0,12.8,335.0,1018.1,61.0,0.0,0.0,0.0
2021-09-20T02:00:00,13.3,12.3,93.64,0.0,0.0,,0.0,0.0,12.7,336.0,1018.1,51.8,0.0,0.0,0.0
2021-09-20T03:00:00,12.9,11.9,94.03,0.0,0.0,,0.0,,14.0,333.0,1018.3,90.0,0.0,0.0,0.0
2021-09-20T04:00:00,12.7,11.6,92.74,0.0,0.0,,0.0,0.0,13.3,330.0,1018.5,76.0,0.0,0.0,0.0
2021-09-20T05:00:00,12.1,11.1,93.49,0.0,0.0,,0.0,0.0,13.6,344.0,1018.9,45.0,0.0,0.0,0.0
2021-09-20T06:00:00,11.8,10.6,92.41,0.0,0.0,,0.0,0.0,15.2,338.0,1019.4,59.2,0.1,0.0,0.0
2021-09-20T07:00:00,11.1,10.1,93.51,0.0,0.0,,0.0,0.0,6.2,347.0,1020.1,76.7,10.0,0.0,0.0
2021-09-20T08:00:00,11.9,10.7,92.41,0.0,0.0,,0.0,0.0,14.8,330.0,1020.8,78.2,27.0,0.1,0.0
2021-09-20T09:00:00,12.5,11.1,91.08,0.0,0.0,,0.0,0.0,13.4,341.0,1021.4,86.3,85.0,0.3,1.0
2021-09-20T10:00:00,13.9,12.2,89.31,0.0,0.0,,0.0,0.0,18.1,343.0,1021.6,76.3,276.0,1.0,3.0
2021-09-20T11:00:00,15.3,13.1,86.92,0.0,0.0,,0.0,0.0,21.2,342.0,1021.8,85.8,636.0,2.3,6.0
2021-09-20T12:00:00,16.3,13.2,81.77,0.0,0.0,,0.0,0.0,24.7,353.0,1022.0,82.9,319.0,1.1,3.0
2021-09-20T13:00:00,17.9,13.9,77.15,0.0,0.0,,0.0,0.0,18.5,346.0,1022.4,80.1,271.0,1.0,3.0
2021-09-20T14:00:00,18.4,13.8,74.29,0.0,0.0,,0.0,0.0,18.3,351.0,1023.0,71.9,489.0,1.8,5.0
2021-09-20T15:00:00,19.1,13.9,72.1,0.0,0.0,,0.0,0.0,17.1,2.0,1023.2,80.0,494.0,1.8,5.0
2021-09-20T16:00:00,19.7,13.6,68.14,0.0,0.0,,0.0,0.0,18.7,,1023.3,64.7,258.0,0.9,3.0
2021-09-20T17:00:00,18.9,13.0,68.5,0.0,0.0,,0.0,0.0,18.0,2.0,1023.8,50.2,230.0,0.8,2.0
2021-09-20T18:00:00,18.0,13.3,73.91,0.0,0.0,,0.0,0.0,13.3,353.0,1024.4,75.4,55.0,0.2,1.0
2021-09-20T19:00:00,16.5,12.9,78.85,0.0,0.0,,0.0,0.0,6.8,347.0,1024.9,46.7,17.0,0.1,0.0
2021-09-20T20:00:00,14.3,12.1,86.96,0.0,0.0,,0.0,0.0,4.0,345.0,1025.4,74.0,0.0,0.0,0.0
2021-09-20T21:00:00,15.2,13.7,91.23,0.0,0.0,,0.0,0.0,9.9,354.0,1026.6,72.4,0.0,0.0,0.0
2021-09-20T22:00:00,14.5,13.1,91.07,0.0,0.0,,0.0,0.0,4.8,348.0,1027.0,59.0,0.0,0.0,0.0
2021-09-20T23:00:00,12.6,11.7,93.98,0.0,0.0,,0.0,0.0,5.0,19.0,1027.7,57.1,0.0,0.0,0.0
2021-09-21T00:00:00,12.4,11.9,96.92,0.0,0.0,,0.0,0.0,6.3,3.0,1028.2,50.2,0.0,0.0,0.0
2021-09-21T01:00:00,12.0,11.6,97.31,0.0,0.0,,0.0,0.0,7.9,1.0,1028.4,67.1,0.0,0.0,0.0
2021-09-21T02:00:00,11.6,11.4,98.71,0.0,0.0,,0.0,0.0,7.9,347.0,1028.7,29.6,0.0,0.0,0.0
2021-09-21T03:00:00,10.5,10.2,97.48,0.0,0.0,,0.0,0.0,6.6,352.0,1028.8,16.3,0.0,0.0,0.0
2021-09-21T04:00:00,10.1,10.0,99.2,0.0,0.0,,0.0,0.0,8.0,343.0,1028.9,30.9,0.0,0.0,0.0
2021-09-21T05:00:00,10.8,10.7,98.92,0.0,0.0,,0.0,0.0,8.8,345.0,1029.0,49.3,0.0,0.0,0.0
2021-09-21T06:00:00,11.1,11.0,99.02,0.0,0.0,,0.0,0.0,9.4,341.0,1029.6,61.0,0.1,0.0,0.0
2021-09-21T07:00:00,10.9,10.8,99.13,0.0,0.0,,0.0,0.0,10.4,351.0,1030.1,70.0,15.0,0.1,0.0
2021-09-21T08:00:00,11.6,11.4,98.91,0.0,0.0,,0.0,0.0,12.1,344.0,1030.3,78.0,54.0,0.2,1.0
2021-09-21T09:00:00,12.5,12.3,98.51,0.0,0.0,,0.0,0.0,13.2,345.0,1030.8,75.4,75.0,0.3,1.0
2021-09-21T10:00:00,14.2,13.4,94.86,0.0,0.0,,0.0,0.0,10.5,334.0,1031.0,81.1,240.0,0.9,2.0
2021-09-21T11:00:00,16.5,13.7,83.36,0.0,0.0,,0.0,0.0,7.9,355.0,1031.3,37.1,451.0,1.6,5.0
2021-09-21T12:00:00,17.9,13.0,73.07,0.0,0.0,,0.0,0.0,5.3,4.0,1031.3,40.4,510.0,1.8,5.0
2021-09-21T13:00:00,19.3,12.6,64.85,0.0,0.0,,0.0,0.0,10.1,229.0,1031.1,24.2,627.0,2.3,6.0
2021-09-21T14:00:00,18.9,12.5,66.01,0.0,0.0,,0.0,0.0,14.2,196.0,1031.0,74.2,608.0,2.2,6.0
2021-09-21T15:00:00,18.9,,66.12,0.0,0.0,,0.0,0.0,11.9,199.0,1030.7,41.9,496.0,1.8,5.0
2021-09-21T16:00:00,18.9,12.7,67.42,0.0,0.0,,0.0,0.0,11.6,206.0,1030.4,53.9,429.0,1.5,4.0
2021-09-21T17:00:00,18.5,13.1,71.07,0.0,0.0,,0.0,0.0,11.3,205.0,1030.2,76.7,271.0,1.0,3.0
2021-09-21T18:00:00,17.3,13.0,75.68,0.0,0.0,,0.0,0.0,12.4,221.0,1030.2,23.9,71.0,0.3,1.0
2021-09-21T19:00:00,15.6,12.9,83.5,0.0,0.0,,0.0,0.0,10.0,223.0,1030.5,21.1,21.0,0.1,0.0
2021-09-21T20:00:00,14.4,12.7,89.89,0.0,0.0,,0.0,0.0,6.8,224.0,1030.7,49.5,0.0,0.0,0.0
2021-09-21T21:00:00,12.8,11.7,93.21,0.0,0.0,,0.0,0.0,0.8,216.0,1030.8,40.3,0.0,0.0,0.0
2021-09-21T22:00:00,11.3,10.4,93.85,0.0,0.0,,0.0,0.0,2.4,9.0,1031.1,6.2,0.0,0.0,0.0
2021-09-21T23:00:00,10.8,10.4,97.03,0.0,0.0,,0.0,0.0,2.1,15.0,1031.1,0.0,0.0,0.0,0.0
2021-09-22T00:00:00,10.4,10.0,97.36,0.0,0.0,,0.0,0.0,0.5,311.0,1030.9,0.0,0.0,0.0,0.0
2021-09-22T01:00:00,10.6,10.4,98.92,0.0,0.0,,0.0,0.0,3.2,356.0,1030.6,0.0,0.0,0.0,0.0
2021-09-22T02:00:00,10.3,10.0,98.09,0.0,0.0,,0.0,0.0,3.3,360.0,1030.4,93.9,0.0,0.0,0.0
2021-09-22T03:00:00,9.4,9.2,99.12,0.0,0.0,,0.0,0.0,6.4,356.0,1030.1,46.7,0.0,0.0,0.0
2021-09-22T04:00:00,9.5,9.2,98.45,0.0,0.0,,0.0,0.0,7.5,348.0,1029.6,0.0,0.0,0.0,0.0
2021-09-22T05:00:00,9.0,8.9,99.34,0.0,0.0,,0.0,0.0,7.2,357.0,1029.3,0.0,0.0,0.0,0.0
2021-09-22T06:00:00,8.6,8.5,99.32,0.0,0.0,,0.0,0.0,7.2,349.0,1029.4,0.0,0.0,0.0,0.0
2021-09-22T07:00:00,8.5,8.4,99.37,0.0,0.0,,0.0,0.0,10.1,342.0,1029.3,90.0,11.0,0.0,0.0
2021-09-22T08:00:00,8.9,8.8,99.38,0.0,0.0,,0.0,0.0,7.0,350.0,1029.4,23.4,25.0,0.1,0.0
2021-09-22T09:00:00,11.8,11.6,99.09,0.0,0.0,,0.0,0.0,4.4,341.0,1029.6,80.0,56.0,0.2,1.0
2021-09-22T10:00:00,15.8,15.1,95.8,0.0,0.0,,0.0,0.0,3.4,358.0,1029.5,7.8,212.0,0.8,2.0
2021-09-22T11:00:00,18.7,14.4,75.73,0.0,0.0,,0.0,0.0,8.3,189.0,1029.5,17.9,463.0,1.7,5.0
2021-09-22T12:00:00,19.4,14.2,72.01,0.0,0.0,,0.0,0.0,11.8,195.0,1029.1,30.0,527.0,1.9,5.0
2021-09-22T13:00:00,19.4,14.4,72.69,0.008,100.0,rain,0.0,0.0,15.2,203.0,1028.7,63.7,570.0,2.1,6.0
2021-09-22T14:00:00,19.2,13.8,70.93,0.0,0.0,,0.0,0.0,17.8,209.0,1028.1,60.9,562.0,2.0,6.0
2021-09-22T15:00:00,19.6,13.1,66.29,0.0,0.0,,0.0,0.0,16.9,215.0,1027.6,75.5,503.0,1.8,5.0
2021-09-22T16:00:00,19.2,13.0,67.13,0.0,0.0,,0.0,0.0,16.7,223.0,1026.9,65.9,406.0,1.5,4.0
2021-09-22T17:00:00,18.6,12.6,68.11,0.0,0.0,,0.0,0.0,16.5,223.0,1026.2,31.3,281.0,1.0,3.0
2021-09-22T18:00:00,17.7,12.4,70.98,0.0,0.0,,0.0,0.0,16.2,224.0,1025.7,18.8,40.0,0.1,0.0
2021-09-22T19:00:00,15.8,11.4,75.44,0.006,100.0,rain,0.0,0.0,11.3,241.0,1025.4,18.8,15.0,0.1,0.0
2021-09-22T20:00:00,14.3,11.6,83.83,0.0,0.0,,0.0,0.0,8.4,249.0,1025.3,90.0,0.0,0.0,0.0
2021-09-22T21:00:00,12.1,10.4,89.48,0.0,0.0,,0.0,0.0,9.6,257.0,1025.3,6.0,0.0,0.0,0.0
2021-09-22T22:00:00,12.2,11.0,92.34,0.0,0.0,,0.0,0.0,9.2,257.0,1025.1,0.0,0.0,0.0,0.0
2021-09-22T23:00:00,11.7,10.7,93.56,0.0,0.0,,0.0,0.0,3.7,247.0,1024.9,0.0,0.0,0.0,0.0
2021-09-23T00:00:00,11.2,10.5,95.41,0.0,0.0,,0.0,0.0,2.5,279.0,1024.6,8.1,0.0,0.0,0.0
2021-09-23T01:00:00,11.1,10.6,96.95,0.0,0.0,,0.0,0.0,4.1,331.0,1024.1,0.0,0.0,0.0,0.0
