datetime,temp,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,solarradiation,solarenergy,uvindex
2015-06-12T00:00:00,11.6,9.9,89.44,0.0,0.0,,0.0,0.0,15.8,40.0,1014.8,0.0,0.0,0.0,0.0
2015-06-12T01:00:00,10.9,9.8,92.78,0.0,0.0,,0.0,0.0,13.4,42.0,1014.1,0.0,0.0,0.0,0.0
2015-06-12T02:00:00,10.9,9.8,93.01,0.0,0.0,,0.0,0.0,14.0,37.0,1013.3,0.0,0.0,0.0,0.0
2015-06-12T03:00:00,10.6,9.7,94.21,0.0,0.0,,0.0,0.0,13.8,40.0,1012.8,0.0,0.0,0.0,0.0
2015-06-12T04:00:00,10.7,9.8,94.54,0.0,0.0,,0.0,0.0,13.3,37.0,1012.0,0.0,0.8,0.0,0.0
2015-06-12T05:00:00,10.6,9.7,94.63,0.0,0.0,,0.0,0.0,13.5,37.0,1011.7,0.0,46.2,0.2,0.0
2015-06-12T06:00:00,11.7,10.8,93.87,0.0,0.0,,0.0,0.0,11.9,41.0,1011.7,0.0,159.0,0.6,2.0
2015-06-12T07:00:00,13.7,11.6,87.32,0.0,0.0,,0.0,0.0,14.5,49.0,1011.1,0.0,306.5,1.1,3.0
2015-06-12T08:00:00,15.3,12.3,82.23,0.0,0.0,,0.0,0.0,15.8,59.0,1011.1,34.2,461.9,1.7,5.0
2015-06-12T09:00:00,17.4,13.0,75.12,0.0,0.0,,0.0,0.0,15.2,58.0,1010.9,5.7,605.3,2.2,6.0
2015-06-12T10:00:00,18.7,13.1,70.05,0.0,0.0,,0.0,0.0,16.8,50.0,1010.3,21.3,680.0,2.4,7.0
2015-06-12T11:00:00,20.3,13.2,63.54,0.0,0.0,,0.0,0.0,17.4,57.0,1010.2,39.3,684.3,2.5,7.0
2015-06-12T12:00:00,21.0,13.5,62.32,0.0,0.0,,0.0,0.0,17.5,58.0,1009.9,77.8,575.0,2.1,6.0
2015-06-12T13:00:00,22.6,13.5,56.42,0.039,100.0,rain,0.0,0.0,19.2,62.0,1009.2,28.4,398.9,1.4,4.0
2015-06-12T14:00:00,22.7,13.8,57.1,0.0,0.0,,0.0,0.0,18.9,88.0,1008.9,23.6,372.3,1.3,4.0
2015-06-12T15:00:00,23.5,14.3,56.46,0.0,0.0,,0.0,0.0,17.9,83.0,1008.6,26.0,384.0,1.4,4.0
2015-06-12T16:00:00,23.2,14.0,56.22,0.0,0.0,,0.0,0.0,17.7,82.0,1007.9,50.0,343.9,1.2,3.0
2015-06-12T17:00:00,23.2,14.3,57.29,0.0,0.0,,0.0,0.0,16.8,80.0,1007.1,15.2,283.5,1.0,3.0
2015-06-12T18:00:00,23.0,14.2,57.53,0.0,0.0,,0.0,0.0,15.8,72.0,1006.6,33.1,194.4,0.7,2.0
2015-06-12T19:00:00,21.6,14.0,62.04,0.0,0.0,,0.0,0.0,13.3,77.0,1006.7,80.7,85.2,0.3,1.0
2015-06-12T20:00:00,20.1,13.4,65.41,0.0,0.0,,0.0,0.0,13.4,72.0,1006.3,50.2,16.9,0.1,0.0
2015-06-12T21:00:00,17.7,14.3,80.75,0.0,0.0,,0.0,0.0,12.0,74.0,1006.8,90.0,0.1,0.0,0.0
2015-06-12T22:00:00,16.5,14.0,84.92,0.0,0.0,,0.0,0.0,14.5,55.0,1006.8,67.8,0.0,0.0,0.0
2015-06-12T23:00:00,15.9,14.1,89.04,0.291,100.0,rain,0.0,0.0,12.5,44.0,1006.4,62.6,0.0,0.0,0.0
